"id","name","date_entered","date_modified","modified_user_id","created_by","description","deleted","assigned_user_id","account_type","industry","annual_revenue","phone_fax","billing_address_street","billing_address_city","billing_address_state","billing_address_postalcode","billing_address_country","rating","phone_office","phone_alternate","website","ownership","employees","ticker_symbol","shipping_address_street","shipping_address_city","shipping_address_state","shipping_address_postalcode","shipping_address_country","parent_id","sic_code","campaign_id"
"4c57a355-611a-735e-163b-52cf86c07e6a","Atlantic Language Services","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"44 (0) 1752 262728",,"nWwg49Us3jzanv0pJK8ceG+nZ+JtX+JGL9qtFKN6gwA=",,"0",,,,,,,,"0",
"4c5ba355-8ca0-ac2c-51b8-52cf8657aeb3","Keywords International","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec","This is an active account for translation work. We are in talks with them.","0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3","Partner",,"0",,,,,,,"Active",,,"9zjn2CEEAXFquggiGmfAmwMvGkgUetia8PH4NyVDqTs=","Private","0",,"Whelan House, South County Business Park, Leopardstown, Dublin",,,,,,"0",
"4c680069-fd41-26c2-5ee0-52cf86b5013a","SAP AG","2014-01-10 00:06:00","2015-10-04 23:22:00","9c772059-c103-be30-e89e-52b90d9098a7","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3","Customer",,"0",,,,,,,"Acquired",,,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"4cd43df0-ee19-2a1a-30b0-52cf865f151b","Wipro BPO Ltd.","2014-01-10 00:06:00","2014-01-10 00:06:00","9b454ffd-8976-c015-340a-52b91354a91f","9b454ffd-8976-c015-340a-52b91354a91f",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"080 30950485",,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"4cfeb460-7573-3b19-4bd3-52dccaf4c143","Pubmatic","2014-01-20 01:34:00","2014-01-20 01:34:00","af66a9e4-bda3-ca80-8b94-52b90f86f9b6","af66a9e4-bda3-ca80-8b94-52b90f86f9b6",,"0","b569b6a2-80cd-75c3-d7ea-60db29fd6e02",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"4d3bad30-33a4-dd52-4efa-5aaa28eaa63b","ICICIPru","2018-03-15 02:31:00","2018-03-15 02:31:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"ThU5lz+UjQSd71kg4ks1r1ylAd1E6cHv",,,,,,,,,,,
"4e114cb5-b198-806d-24af-5565d52d08f4","Candor","2015-05-27 09:04:00","2015-05-27 09:04:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXFxAWnP73NiQNcdlX6x4X4JxhUarJhhcdM=",,,,,,,,,,,
"4e614035-3136-09bd-4ad1-52cf865d9e97","IL&FS","2014-01-10 00:06:00","2014-01-10 00:06:00","1","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"4f363a5f-4d05-9d1f-aa9b-52cf865c683c","Future-Trans","2014-01-10 00:06:00","2014-07-04 00:59:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,,,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"4f63db1c-08c6-1cc6-f961-52cf866f11c7","OMNIA srl","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,,,"9zjn2CEEAXHSfe/3sloY6way9ovDk2PfRUjbrrLKAjY=",,"0",,,,,,,,"0",
"5000c443-70e9-077f-88f5-59df5f6e6cf6","Swiss Solutions","2017-10-12 06:58:00","2017-10-12 06:58:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXF+7nXMsu/8LbROM3HZ/+SOANp16fO7KaY=",,,,,,,,,,,
"5002844c-d303-f680-15b8-542a8115f1a7","Langscape","2014-09-30 04:41:00","2014-09-30 04:41:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXGGpRS9R21JMLtYjpUB1NzO",,,,,,,,,,,
"502d4f34-6f28-6c7b-0ecd-52cf86e97202","Clear Words Translations","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"54 351 4254487",,"24t6EHCs+zwKitc2DnXX9+bK8edCGRzVymNwai4axHU=",,"0",,,,,,,,"0",
"5058556a-e91a-eefb-6236-52cf86be52b6","GlobaLexicon Ltd","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"44 (0)203 137 7071",,"7pi6no2nrkbkP9/LQ0iEGoqgCA+W+dGf",,"0",,,,,,,,"0",
"505de0a1-fb87-f16a-ff37-52cf867c9ef0","VanceInfo","2014-01-10 00:06:00","2014-01-10 00:06:00","1","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"5067651b-0060-25e2-90b3-52cf8665aa2c","AUM Translation Services Ltd.","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"7 383 201 04 75",,"1jLBbmBRjPEvcGRlTmIdrg==",,"0",,,,,,,,"0",
"5085bf02-ce78-f0ae-9416-52cf863a7fa3","KK Nag Ltd","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0","+91 20 30269651",,,,,,,"+91 20 30269650",,"L1kGOcVjqFuVyFD/MCbBvkxEFLMeo6Y1",,"0",,"15 Sangam Project, Phase II Sangam Bridge 46 Dr Ambedkar Road Pune",,,,,,"0",
"5161d6ce-c130-1fdb-5254-52cf8625882a","Wipro GE Health Care Technologies Pvt. Ltd.","2014-01-10 00:06:00","2014-01-10 00:06:00","9b454ffd-8976-c015-340a-52b91354a91f","9b454ffd-8976-c015-340a-52b91354a91f",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"80-41883034",,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"516493e6-2ddc-0b64-8b5b-5c36d16e77d5","Lingua Technologies","2019-01-09 23:31:00","2019-01-09 23:31:00","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2",,"0","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,,,,,,,,,,,,"9zjn2CEEAXHWASMyeFN585uVL3NYWKMjzIpqtFyqZ7BFqW/1GtNqzw==",,,,,,,,,,,
"521a0e3d-0db9-3335-6c35-52cf868c006c","TRSB (Traductions Serge Belair Inc.)","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,"Active",,,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"524c7c4e-9ecc-aeef-7579-52cf86885b4f","MediaSoken","2014-01-10 00:06:00","2014-01-10 00:06:00","1","1",,"0","52df71cb-82fa-9376-9da7-60e7d74f0e09",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"525e0ecd-53d6-6816-c92a-5afa72a7bcbd","ad-astrainc","2018-05-15 00:11:00","2018-05-15 00:11:00","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2",,"0","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,,,,,,,,,,,,"m7hbZeJcrn2FrS219ugc2Aw5Cp7imL1auF7czisEzLU=",,,,,,,,,,,
"52d702ca-9396-e883-068b-534cf3c0cb1c","Assystem - India","2014-04-15 03:24:00","2014-04-15 03:26:00","9b454ffd-8976-c015-340a-52b91354a91f","9b454ffd-8976-c015-340a-52b91354a91f",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3","Customer",,,,,,,,,,,,"U+x9LtHKLauxM/O8QQRB8UfanQsWcswYZ2QKWi83LXkY6GdvY5MOFQ==",,,,,,,,,,,
"53849bf5-e75e-82d2-82c4-52cf86026a00","DCB Bank","2014-01-10 00:06:00","2014-04-02 23:41:00","9c772059-c103-be30-e89e-52b90d9098a7","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,"J.M. Road Branch.
Gr. Floor, Rohit Building, 
Next to Hotel Central Park, 
Off.J.M.Road, Pune - 411004.","Pune","Maharashtra","411004","India",,,,"KctdOVj2xuY=",,,,"J.M. Road Branch.
Gr. Floor, Rohit Building, 
Next to Hotel Central Park, 
Off.J.M.Road, Pune - 411004.","Pune","Maharashtra","411004","India",,,
"53d18e4d-a631-0694-ba60-59804d34265a","Philips","2017-08-01 04:13:00","2017-08-01 04:13:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXHO+Gv1F4sOmpAumjdU6EKn",,,,,,,,,,,
"54459eed-9153-cfd9-b8f1-52cf8621bcea","World Bank","2014-01-10 00:06:00","2014-01-10 00:06:00","1","1",,"0","52df71cb-82fa-9376-9da7-60e7d74f0e09",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"54792378-86db-3cc7-0c8c-52cf860bd035","Author Serices Inc","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec","This is an active account for translation work. We are in talks with them.","0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3","Prospect",,"0","(323) 466-6474",,,,,,"Active","(323) 466-3310",,"9zjn2CEEAXH7MMImguAGxZDfX5T0+0cMTEQUsx6jpjU=",,"0",,,,,,,,"0",
"547a8e68-6252-2d99-26c7-52cf8678757d","Globally Aligned Translators","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec","This is an active account for translation work.","0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3","Partner",,"0","+ 1 (514) 288-4194",,,,,,"Active","+ 1 (514) 288-7818",,"9zjn2CEEAXF2h3aNJdzGxFk+OCqyr1VY","Private","0",,"GAT International Localization Services, Inc. 1100 avenue des Canadiens-de-Montr??al Suite C25 Montreal QC H3B 2S2 Canada",,,,,,"0",
"548bcc6f-4637-1bf9-7332-52cf863a1d7c","KPIT Cummins Infosystems Ltd.","2014-01-10 00:06:00","2014-01-10 00:06:00","9b454ffd-8976-c015-340a-52b91354a91f","9b454ffd-8976-c015-340a-52b91354a91f",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"080 66066000",,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"549f7885-5f6f-2faf-4f83-52cf86310a9c","Omniage Ltd.","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"359 887 749792",,"lcXOpnVwuo0qrLb3ZX6B5A==",,"0",,,,,,,,"0",
"54c7bb18-1f1c-904c-93d0-57b71748d074","Medulla","2016-08-19 08:57:00","2016-08-19 08:57:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXFZmGurH+KwYJPY9+B26CAN",,,,,,,,,,,
"55110d8f-c523-a8d2-ba1a-52cf86f216f1","SilkRoad","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"+7 499 9187223",,"jh0QK02NLUqKYEwPKvqA3dACAd13SDrZyYlsL/DM+WE=",,"0",,"Russian Federation, Altai Krai, Barnaul, Ulitsa Proletarskaya",,,,,,"0",
"55298b53-efb2-b078-ba39-54daec445404","RGBSI","2015-02-11 00:13:00","2017-11-17 09:37:00","9c772059-c103-be30-e89e-52b90d9098a7","f2ee09ee-6efa-f09e-aa63-52b910eb7a06","we are a team of problem solvers dedicated to finding the right solution to your workforce management and engineering challenges. RGBSI was incorporated in March 1997 in Madison Heights, Michigan, USA with a mission to provide quality and cost effective engineering design and staffing services to companies of all sizes.

RGBSI is ISO 9001:2008 certified, AS9100:2009 Rev C Certified (Aerospace Standard), and a Minority Business Enterprise (MBE) certified by the Michigan Minority Supplier Development Council (MMSDC).","0","6c63b1cf-dd47-3a48-33e5-60dc644f346b","Customer","Engineering",,"91-80-30971199","#18/7  Hosur Road, Wilson Garden
Bangalore 560 027, India
Tel: 248-589-1135 Ext: 2532
Mobile:+ 9886247633
Fax: 91-80-30971199","Bangalore","Karnataka","560 027","India",,"248-589-1135",,"9zjn2CEEAXEpBmoKkIJtYYqgCA+W+dGf",,,,"#18/7  Hosur Road, Wilson Garden
Bangalore 560 027, India
Tel: 248-589-1135 Ext: 2532
Mobile:+ 9886247633
Fax: 91-80-30971199","Bangalore","Karnataka","560 027","India",,,
"552df71e-21b9-9771-0035-5b3b3adccc0d","Dhaxley Translations","2018-07-03 03:27:00","2020-12-03 11:12:00","9c772059-c103-be30-e89e-52b90d9098a7","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2",,"0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,,,,,,,,,,,,"9zjn2CEEAXFwgv22+IgN1a2lFjSjcM5OTEQUsx6jpjU=",,,,,,,,,,,
"5545eb1f-0ec4-2ac4-5ac6-60e3d8f833a0","sesa care","2021-07-05 22:43:00","2021-07-05 22:43:00","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,"0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,"Other",,,,"Mumbai",,,"India",,,,"9zjn2CEEAXEKzgFKimiMtlfwITnJkLOf",,,,,,,,"India",,,
"55a602ec-61b1-cad7-5dcc-52cf8660d110","HiSoft","2014-01-10 00:06:00","2014-01-10 00:06:00","1","1",,"0","52df71cb-82fa-9376-9da7-60e7d74f0e09",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"55cb02cd-d773-dd6b-2914-538ea3b44bab","Script Lanes","2014-06-03 23:11:00","2014-06-03 23:11:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXE7CqerBDpvL6/432jwRXPX2m7m4xoyUaM=",,,,,,,,,,,
"56256495-f913-9ab7-2482-52cf869d8c50","Client Name","2014-01-10 00:06:00","2014-01-10 00:06:00","9b454ffd-8976-c015-340a-52b91354a91f","9b454ffd-8976-c015-340a-52b91354a91f",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,,,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"5630fcf4-bd41-349b-7e19-5d1ee2319a49","Balmer Lawrie & Co. Ltd.","2019-07-05 00:10:00","2019-07-05 00:10:00","9c772059-c103-be30-e89e-52b90d9098a7","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"mvGvNalAyyaJNDd3NUx4/kAPWkiTJbZW",,,,,,,,,,,
"56333fef-d7f8-af56-dd26-52cf86ad1c0b","Wipro Technologies Ltd.(JCC)","2014-01-10 00:06:00","2015-12-14 02:15:00","9c772059-c103-be30-e89e-52b90d9098a7","9b454ffd-8976-c015-340a-52b91354a91f",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,"Technology","0",,,,,,,,,,"9zjn2CEEAXFGxwr9ATEKhoqgCA+W+dGf",,"0",,,,,,,,"0",
"56625aec-58cf-0a98-2922-52cf8685c7d1","Tata Interactive Services","2014-01-10 00:06:00","2014-01-10 00:06:00","1","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"56751074-8eac-b0cd-3556-533e630f81be","Techmahindra","2014-04-04 02:16:00","2014-04-04 02:16:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,"Tech Mahindra, Manikchand Ikon, Bundgarden Road","Pune","Maharashtra","411001","India",,,,"9zjn2CEEAXHKMWY0dViqM79kNHrckhaWRalv9RrTas8=",,,,"Tech Mahindra, Manikchand Ikon, Bundgarden Road","Pune","Maharashtra","411001","India",,,
"5698cc1a-cc16-4d23-0c91-55dd70f35af2","Letv","2015-08-26 02:22:00","2015-08-26 02:22:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXEllG9i3NCr9EWpb/Ua02rP",,,,,,,,,,,
"576b8895-3cf4-6c39-0d10-52cf864c1d3a","Purple Frame Tech","2014-01-10 00:06:00","2018-08-20 02:21:00","9c772059-c103-be30-e89e-52b90d9098a7","92d53a2c-17a0-a67b-d83c-52b91402d919",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"581c80ac-530d-4840-423f-5b0fabb1f6db","Indus Net Technologies","2018-05-31 02:31:00","2018-05-31 02:31:00","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2",,"0","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,,,,,,,,,,,,"y0Gy2r3bLMpPW22ps2Xzmzy242xXVg7msBr+KQG7+9I=",,,,,,,,,,,
"58513cd9-9e15-24bf-ff2a-52cf8623cd83","Infosys","2014-01-10 00:06:00","2014-01-10 00:06:00","1","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"58521e67-d551-6bda-5dff-54bfdc78c3dc","LocandMore","2015-01-21 11:35:00","2020-12-03 11:14:00","9c772059-c103-be30-e89e-52b90d9098a7","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,,,,,,,,,,,,"9zjn2CEEAXEPEFSITmXeiFkYCr0HPKdJH/ROvSCtEfQ=",,,,,,,,,,,
"58ba22fb-c40a-506c-c0ca-52cf86e913e9","GlobalWay Co., Ltd","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"82 2 3453 4924",,"7pi6no2nrkYYCu+WGLqnzfimLhKupkXo",,"0",,,,,,,,"0",
"58bcf47c-9126-2bfb-a230-52cf86c08e9c","Baguette Translations","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0","+33 1 46 37 35 18",,,,,,,"+33 1 83 62 25 29",,"9zjn2CEEAXHzqSPLoaGLFGWA1h1oQn3WknP0QHGEXfE=",,"0",,"19 rue Saint-Pierre 92200 Neuilly s/Seine France",,,,,,"0",
"58c73fc6-1d1f-859e-4772-52cf86499e05","L10N Studio - Comunicaes Tcnicas","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"35 121 387 9045",,"92jS2Bl/7E8upN028H/QKdpu5uMaMlGj",,"0",,,,,,,,"0",
"5903a424-c60b-7c54-ce36-60e81280b264","FT_Daitec Japan","2021-07-09 03:38:00","2021-07-09 03:38:00","e31bef39-71e9-8998-e7cf-60db27351b1c","e31bef39-71e9-8998-e7cf-60db27351b1c",,"0","b569b6a2-80cd-75c3-d7ea-60db29fd6e02",,,,,,,,,"Japan",,,,"9zjn2CEEAXHtr2w9yOijOLJ3KSEkyjKrH/ROvSCtEfQ=",,,,,,,,,,,
"598045bf-7f54-903a-ee52-5bcf0e799cc5","AT Language Solutions","2018-10-23 06:34:00","2018-10-23 06:34:00","1b6d6ce2-fd52-fd28-6f91-5ad088884fa8","1b6d6ce2-fd52-fd28-6f91-5ad088884fa8",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,"Barcelona",,,"Spain",,,,"9zjn2CEEAXGtjAbm9sZRqaFxbEgXnUqBr2NVc5pX5KZFqW/1GtNqzw==",,,,,,,,,,,
"59891a50-8a9f-bfa6-b65d-5886f5f63611","Emmersive Infotech","2017-01-24 01:04:00","2017-01-24 01:04:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"riaMxASJdqP2xmANI7V8OoqgCA+W+dGf",,,,,,,,,,,
"59d62e75-dc58-d430-de81-60ee70a32f4a","cloud4c","2021-07-13 23:34:00","2021-07-14 04:30:00","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,"0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,"Technology",,,,,,,"India",,,,"9zjn2CEEAXGx904XOKcaDCf+EJx4QFJb",,,,,,,,,,,
"59dfdf81-1d9f-9053-d170-52cf867d67e0","OnCall Language","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0","+61 3 9867 4472",,,,,,,"+61 3 8807 2300",,"9zjn2CEEAXGPlMXuuQU7Iq2GJ/Lq3sOFQrVB7GLoPIvn0TJlGAOY9Q==",,"0",,"Level 2, 150 Albert Road, South Melbourne VIC 3205",,,,,,"0",
"59eda51f-b38f-3350-3a57-588b3fda6c28","Adsyndicate","2017-01-27 07:11:00","2018-12-03 23:20:00","9c772059-c103-be30-e89e-52b90d9098a7","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,,,,,,,,,,,,"9zjn2CEEAXEhrx20PqkS2Y7YCglVxl4A9E3ex3lwTSc=",,,,,,,,,,,
"59f27265-489c-f83f-af59-561e24be765b","K-International","2015-10-14 04:18:00","2015-10-14 04:18:00","f2ee09ee-6efa-f09e-aa63-52b910eb7a06","f2ee09ee-6efa-f09e-aa63-52b910eb7a06",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3","Competitor","Education",,,"14 Davy Avenue, Knowlhill, Milton Keynes
MK5 8PL
UK",,,,"UK",,,,"9zjn2CEEAXEmNzv0IA72U9zbYQeONUGyE80M357i+Uw=",,,,"14 Davy Avenue, Knowlhill, Milton Keynes
MK5 8PL
UK",,,,"UK",,,
"5a30a21d-c5bf-5a27-f6e3-52cf8681c257","Clinigene International Ltd.","2014-01-10 00:06:00","2014-01-10 00:06:00","8d424d80-cfeb-3eb9-ca2c-52b9155fc7cb","8d424d80-cfeb-3eb9-ca2c-52b9155fc7cb",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,,,"KctdOVj2xuY=",,"0",,,,,,,,"0",
